layer,probe_method,train_dataset,eval_dataset,eval_type,model_name,grouped_accuracy
11,pca-g,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.2
12,dim,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,0.8
12,dim,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.7
12,dim,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.5
12,dim,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
12,dim,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
12,dim,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.7
12,dim,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.4
12,lat,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,0.6
12,lat,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.4
12,lat,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.5
12,lat,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.1
12,lat,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,0.6
12,lat,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.4
12,lat,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.2
12,lr,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,0.6
12,lr,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.7
12,lr,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.5
12,lr,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
12,lr,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
12,lr,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.6
12,lr,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.2
12,pca-g,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,0.6
12,pca-g,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.3
12,pca-g,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.5
12,pca-g,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.0
12,pca-g,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,0.4
12,pca-g,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.2
12,pca-g,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.4
13,dim,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,0.7
13,dim,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.8
13,dim,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.5
13,dim,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
13,dim,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
13,dim,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
13,dim,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.4
13,lat,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,0.6
13,lat,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.4
13,lat,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.5
13,lat,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.4
13,lat,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,0.8
13,lat,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.4
13,lat,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.2
13,lr,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,0.7
13,lr,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
13,lr,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.5
13,lr,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
13,lr,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
13,lr,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.7
13,lr,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.2
13,pca-g,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,0.4
13,pca-g,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.2
13,pca-g,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.5
13,pca-g,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.4
13,pca-g,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,0.8
13,pca-g,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
13,pca-g,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.2
14,dim,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
14,dim,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
14,dim,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.5
14,dim,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
14,dim,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
14,dim,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.6
14,dim,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.4
14,lat,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,0.6
14,lat,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.4
14,lat,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.5
14,lat,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.3
14,lat,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,0.8
14,lat,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.4
14,lat,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.2
14,lr,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,0.8
14,lr,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
14,lr,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.5
14,lr,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
14,lr,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
14,lr,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.6
14,lr,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.2
14,pca-g,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,0.5
14,pca-g,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.2
14,pca-g,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.5
14,pca-g,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.4
14,pca-g,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,0.8
14,pca-g,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
14,pca-g,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
15,dim,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
15,dim,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
15,dim,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
15,dim,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
15,dim,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
15,dim,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
15,dim,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.4
15,lat,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,0.6
15,lat,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.4
15,lat,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.5
15,lat,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.5
15,lat,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,0.8
15,lat,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.4
15,lat,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.2
15,lr,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
15,lr,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
15,lr,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
15,lr,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
15,lr,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
15,lr,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
15,lr,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.2
15,pca-g,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
15,pca-g,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
15,pca-g,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.6
15,pca-g,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
15,pca-g,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
15,pca-g,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.9
15,pca-g,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.2
16,dim,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
16,dim,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
16,dim,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
16,dim,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
16,dim,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
16,dim,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,1.0
16,dim,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.2
16,lat,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,0.4
16,lat,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.3
16,lat,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.5
16,lat,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.3
16,lat,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,0.8
16,lat,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.5
16,lat,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.4
16,lr,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
16,lr,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
16,lr,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
16,lr,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
16,lr,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
16,lr,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
16,lr,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
16,pca-g,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
16,pca-g,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
16,pca-g,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
16,pca-g,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
16,pca-g,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
16,pca-g,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,1.0
16,pca-g,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
17,dim,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
17,dim,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
17,dim,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
17,dim,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
17,dim,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
17,dim,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,1.0
17,dim,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.2
17,lat,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,0.4
17,lat,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.3
17,lat,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
17,lat,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.4
17,lat,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
17,lat,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.9
17,lat,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.4
17,lr,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
17,lr,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
17,lr,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
17,lr,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
17,lr,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
17,lr,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
17,lr,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.2
17,pca-g,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
17,pca-g,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
17,pca-g,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
17,pca-g,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
17,pca-g,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
17,pca-g,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,1.0
17,pca-g,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
18,dim,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
18,dim,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
18,dim,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
18,dim,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
18,dim,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
18,dim,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,1.0
18,dim,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.4
18,lat,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,0.4
18,lat,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.4
18,lat,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.6
18,lat,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.3
18,lat,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,0.8
18,lat,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.9
18,lat,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.4
18,lr,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
18,lr,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
18,lr,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
18,lr,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
18,lr,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
18,lr,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
18,lr,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
18,pca-g,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
18,pca-g,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
18,pca-g,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
18,pca-g,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
18,pca-g,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
18,pca-g,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,1.0
18,pca-g,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.4
19,dim,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
19,dim,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
19,dim,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
19,dim,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
19,dim,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
19,dim,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.9
19,dim,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
19,lat,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,0.4
19,lat,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.3
19,lat,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.6
19,lat,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.3
19,lat,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,0.2
19,lat,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
19,lat,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.2
19,lr,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
19,lr,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
19,lr,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
19,lr,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
19,lr,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
19,lr,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
19,lr,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
19,pca-g,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
19,pca-g,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
19,pca-g,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
19,pca-g,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
19,pca-g,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
19,pca-g,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.9
19,pca-g,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
20,dim,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
20,dim,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
20,dim,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
20,dim,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
20,dim,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
20,dim,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.9
20,dim,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
20,lat,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,0.8
20,lat,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.5
20,lat,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.5
20,lat,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.6
20,lat,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,0.8
20,lat,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
20,lat,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
20,lr,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
20,lr,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
20,lr,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
20,lr,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
20,lr,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
20,lr,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
20,lr,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
20,pca-g,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
20,pca-g,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
20,pca-g,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
20,pca-g,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
20,pca-g,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
20,pca-g,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.9
20,pca-g,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
21,dim,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
21,dim,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
21,dim,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
21,dim,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
21,dim,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
21,dim,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
21,dim,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
21,lat,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,0.8
21,lat,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.5
21,lat,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.5
21,lat,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.8
21,lat,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
21,lat,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
21,lat,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
21,lr,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
21,lr,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
21,lr,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
21,lr,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
21,lr,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
21,lr,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
21,lr,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
21,pca-g,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
21,pca-g,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
21,pca-g,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
21,pca-g,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
21,pca-g,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
21,pca-g,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
21,pca-g,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
22,dim,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
22,dim,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
22,dim,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
22,dim,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
22,dim,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
22,dim,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
22,dim,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
22,lat,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
22,lat,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
22,lat,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.6
22,lat,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
22,lat,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
22,lat,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.9
22,lat,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
22,lr,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
22,lr,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
22,lr,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
22,lr,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
22,lr,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
22,lr,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
22,lr,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
22,pca-g,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
22,pca-g,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
22,pca-g,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
22,pca-g,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
22,pca-g,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
22,pca-g,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
22,pca-g,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
23,dim,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
23,dim,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
23,dim,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
23,dim,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
23,dim,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
23,dim,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
23,dim,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
23,lat,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
23,lat,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
23,lat,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
23,lat,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
23,lat,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
23,lat,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
23,lat,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
23,lr,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
23,lr,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
23,lr,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
23,lr,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
23,lr,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
23,lr,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
23,lr,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
23,pca-g,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
23,pca-g,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
23,pca-g,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
23,pca-g,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
23,pca-g,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
23,pca-g,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
